customer_key,customer_id,first_name,last_name,gender,date_of_birth,nationality,email,phone,eff_start_date,eff_end_date,is_current,created_at,updated_at
2791,CUS0002581,Megan,Davis,F,1969-03-20,Malaysian,megan.davis@outlook.com,030-755-9841,2022-10-30,,1,2022-10-30 17:12:53,2025-03-30 12:00:04
2792,CUS0002582,Antonio,Henson,M,1986-05-31,Singaporean,antonio.henson@outlook.com,435-074-5093,2022-12-19,,1,2022-12-19 01:14:10,2022-12-19 01:14:10
2793,CUS0002583,Teresa,Robertson,F,1990-02-27,Indonesian,teresa.robertson@hotmail.com,997-024-4043,2021-07-31,,1,2021-07-31 17:29:46,2023-10-07 14:45:01
2794,CUS0002584,Adam,Washington,M,1995-12-11,Thai,adam.washington@outlook.com,823-532-7737,2022-04-29,,1,2022-04-29 14:32:26,2022-07-24 23:28:53
2795,CUS0002585,David,Sanders,M,1980-03-05,British,david.sanders@yahoo.com,275-735-5481,2022-01-04,,1,2022-01-04 23:58:30,2025-01-21 00:05:58
2796,CUS0002586,Christopher,Price,M,1979-07-11,Japanese,christopher.price@yahoo.com,153-939-2942,2022-05-20,,1,2022-05-20 12:47:39,2022-07-06 17:15:07
2797,CUS0002587,Ronnie,Nixon,M,1973-12-05,Emirati,ronnie.nixon@hotmail.com,013-433-9062,2022-05-28,,1,2022-05-28 14:53:08,2024-01-13 01:06:44
2798,CUS0002588,Joshua,Austin,M,1972-11-23,Australian,joshua.austin@gmail.com,824-773-3912,2022-09-06,,1,2022-09-06 08:58:31,2025-06-27 17:48:20
2799,CUS0002589,Daniel,Ellison,M,1997-04-06,Japanese,daniel.ellison@outlook.com,912-759-3955,2022-05-19,,1,2022-05-19 04:11:20,2022-05-19 04:11:20
2800,CUS0002590,Thomas,Rush,M,2004-12-23,Thai,thomas.rush@gmail.com,211-622-0659,2021-08-03,,1,2021-08-03 19:27:21,2026-05-15 19:45:49
2801,CUS0002591,Michelle,Flowers,F,1963-04-21,Australian,michelle.flowers@yahoo.com,643-644-4329,2023-02-12,,1,2023-02-12 11:23:12,2023-02-12 11:23:12
2802,CUS0002592,Jennifer,Davis,F,1960-06-05,Australian,jennifer.davis@outlook.com,200-722-7683,2022-01-28,,1,2022-01-28 11:45:18,2022-10-05 11:43:15
2803,CUS0002593,Katie,Boone,F,1984-12-02,Australian,katie.boone@yahoo.com,785-710-9338,2022-12-30,,1,2022-12-30 09:58:44,2022-12-30 09:58:44
2804,CUS0002594,Claudia,Smith,F,1990-05-31,Emirati,claudia.smith@gmail.com,006-325-8677,2023-04-13,,1,2023-04-13 17:34:41,2024-05-23 01:27:57
2805,CUS0002595,James,Arnold,M,1958-08-10,Singaporean,james.arnold@yahoo.com,728-470-3446,2022-10-03,,1,2022-10-03 13:48:52,2022-10-03 13:48:52
2806,CUS0002596,Connie,Joseph,F,2006-03-16,Australian,connie.joseph@gmail.com,656-841-5463,2022-02-08,,1,2022-02-08 15:28:31,2026-02-28 01:03:53
2807,CUS0002597,Erik,Harris,M,2001-11-12,Singaporean,erik.harris@hotmail.com,185-176-9659,2022-03-02,,1,2022-03-02 21:15:58,2024-05-07 12:59:31
2808,CUS0002598,Garrett,Jenkins,M,1953-03-30,Emirati,garrett.jenkins@hotmail.com,337-522-9648,2021-12-11,,1,2021-12-11 08:23:21,2024-11-19 13:26:56
2809,CUS0002599,Brandon,Elliott,M,1962-12-03,Indonesian,brandon.elliott@yahoo.com,251-455-7953,2022-05-12,,1,2022-05-12 11:12:43,2022-05-12 11:12:43
2810,CUS0002600,Carlos,Washington,M,1978-07-09,Singaporean,carlos.washington@outlook.com,041-426-4302,2022-09-18,,1,2022-09-18 05:53:02,2022-09-18 05:53:02
2811,CUS0002601,Angel,Jones,M,2004-03-01,Indonesian,angel.jones@yahoo.com,722-982-1093,2022-03-02,,1,2022-03-02 21:03:58,2025-09-26 12:58:04
2812,CUS0002602,Brittany,Stafford,F,1996-01-28,Japanese,brittany.stafford@outlook.com,392-295-0149,2022-03-28,,1,2022-03-28 21:15:08,2026-04-20 02:37:28
2813,CUS0002603,Debbie,Murray,F,1979-11-01,Indonesian,debbie.murray@yahoo.com,953-908-7834,2022-12-30,,1,2022-12-30 10:05:06,2024-12-07 11:57:38
2814,CUS0002604,Jimmy,Hanson,M,1953-10-28,Indonesian,jimmy.hanson@gmail.com,782-446-6669,2022-01-20,,1,2022-01-20 04:21:57,2022-01-20 04:21:57
2815,CUS0002605,Justin,Reynolds,M,1996-12-18,Japanese,justin.reynolds@gmail.com,094-386-8250,2022-07-11,,1,2022-07-11 02:43:32,2022-07-11 02:43:32
2816,CUS0002606,Gabriela,White,F,2003-12-19,Emirati,gabriela.white@outlook.com,629-726-6923,2023-02-11,,1,2023-02-11 19:42:20,2025-05-25 03:44:39
2817,CUS0002607,Garrett,Navarro,M,1961-03-17,Malaysian,garrett.navarro@yahoo.com,734-689-2704,2022-05-24,,1,2022-05-24 06:37:34,2025-03-24 01:07:43
2818,CUS0002608,Richard,Frazier,M,1967-08-22,Singaporean,richard.frazier@yahoo.com,466-610-5149,2022-12-13,,1,2022-12-13 10:14:37,2025-04-17 09:54:00
2819,CUS0002609,Brandon,Williams,M,1976-02-25,Singaporean,brandon.williams@outlook.com,862-886-8879,2021-10-04,,1,2021-10-04 14:21:41,2025-11-08 04:53:05
2820,CUS0002610,Lindsey,Mercer,F,1951-09-11,Malaysian,lindsey.mercer@hotmail.com,395-186-9561,2021-11-20,,1,2021-11-20 20:49:38,2021-11-20 20:49:38
2821,CUS0002611,Elizabeth,Williams,F,1988-08-09,Indonesian,elizabeth.williams@outlook.com,833-183-8016,2022-08-18,,1,2022-08-18 15:58:22,2025-01-11 17:40:26
2822,CUS0002612,Debra,Fisher,F,1955-01-14,Indonesian,debra.fisher@gmail.com,237-793-9801,2023-01-18,,1,2023-01-18 15:43:07,2023-01-18 15:43:07
2823,CUS0002613,Shawn,Moore,M,2004-10-29,Indonesian,shawn.moore@yahoo.com,016-318-5200,2022-09-25,,1,2022-09-25 00:49:59,2022-09-25 00:49:59
2824,CUS0002614,David,Garcia,M,1960-09-26,Thai,david.garcia@hotmail.com,313-363-1409,2022-07-29,,1,2022-07-29 03:00:11,2022-09-22 05:07:05
2825,CUS0002615,Carol,Williams,F,1967-01-12,Malaysian,carol.williams@hotmail.com,189-672-0129,2022-02-20,2023-03-24,0,2022-02-20 07:46:50,2023-03-24 13:32:34
2826,CUS0002615,Carol,Williams,F,1967-01-12,Malaysian,carol32@yahoo.com,177-569-0001,2023-03-25,,1,2023-03-25 15:31:35,2023-03-25 15:31:35
2827,CUS0002616,Mary,Fowler,F,2001-07-24,Thai,mary.fowler@outlook.com,176-532-4483,2021-12-11,2023-08-23,0,2021-12-11 06:40:18,2023-08-23 08:26:59
2828,CUS0002616,Mary,Fowler,F,2001-07-24,Thai,mary65@gmail.com,715-154-7469,2023-08-24,,1,2023-08-24 21:33:38,2024-02-27 05:04:07
2829,CUS0002617,Ashley,Marshall,F,1993-01-09,Emirati,ashley.marshall@hotmail.com,087-027-2820,2023-03-12,,1,2023-03-12 00:27:23,2023-12-29 00:12:15
2830,CUS0002618,Anthony,Young,M,2000-04-07,Japanese,anthony.young@outlook.com,808-349-1232,2021-08-21,,1,2021-08-21 21:01:34,2021-08-21 21:01:34
2831,CUS0002619,Maxwell,Smith,M,1975-11-24,Japanese,maxwell.smith@gmail.com,932-418-3252,2022-11-29,,1,2022-11-29 09:22:02,2023-12-31 19:51:05
2832,CUS0002620,Caitlin,Hernandez,F,1953-04-28,Japanese,caitlin.hernandez@yahoo.com,213-116-7954,2021-10-01,,1,2021-10-01 15:37:34,2024-10-31 21:02:26
2833,CUS0002621,Daniel,Zamora,M,1984-01-10,British,daniel.zamora@gmail.com,011-678-1167,2023-02-02,,1,2023-02-02 18:32:09,2023-10-14 15:28:45
2834,CUS0002622,Jason,Taylor,M,1991-01-30,Singaporean,jason.taylor@outlook.com,025-153-8642,2022-04-26,,1,2022-04-26 11:53:08,2025-09-17 16:02:56
2835,CUS0002623,Richard,Jackson,M,1953-03-05,Thai,richard.jackson@gmail.com,994-175-3040,2022-03-02,,1,2022-03-02 19:08:00,2022-03-02 19:08:00
2836,CUS0002624,Craig,Franklin,M,1969-07-10,Indonesian,craig.franklin@hotmail.com,105-075-5084,2022-06-19,,1,2022-06-19 09:45:42,2023-05-24 16:26:05
2837,CUS0002625,Kimberly,Gutierrez,F,1983-09-14,British,kimberly.gutierrez@hotmail.com,703-784-6797,2021-07-03,,1,2021-07-03 14:33:26,2026-02-27 10:17:12
2838,CUS0002626,Kristin,Barber,F,1952-01-05,Singaporean,kristin.barber@outlook.com,764-405-8355,2022-12-04,,1,2022-12-04 08:03:35,2026-03-04 01:39:44
2839,CUS0002627,Kathleen,Martin,F,1961-10-06,Australian,kathleen.martin@yahoo.com,797-328-2901,2023-03-14,,1,2023-03-14 05:16:20,2023-03-14 05:16:20
2840,CUS0002628,Joshua,Young,M,1951-02-21,Japanese,joshua.young@yahoo.com,511-213-4063,2023-03-17,,1,2023-03-17 06:11:23,2023-10-24 16:55:52
2841,CUS0002629,Andre,Blackwell,M,1990-12-30,Australian,andre.blackwell@outlook.com,050-240-6511,2022-10-31,,1,2022-10-31 15:24:51,2025-03-29 11:47:53
2842,CUS0002630,Michelle,Nelson,F,1982-09-12,Indonesian,michelle.nelson@hotmail.com,117-064-8579,2022-04-29,,1,2022-04-29 11:10:24,2022-04-29 11:10:24
2843,CUS0002631,Kristi,Crane,F,1993-04-28,Malaysian,kristi.crane@hotmail.com,124-079-0448,2022-11-08,,1,2022-11-08 14:58:05,2025-03-12 14:42:18
2844,CUS0002632,Joshua,Sandoval,M,1958-08-07,Emirati,joshua.sandoval@yahoo.com,901-145-6767,2022-05-01,,1,2022-05-01 01:04:47,2026-05-23 08:22:05
2845,CUS0002633,Kevin,Morgan,M,1968-08-20,Australian,kevin.morgan@outlook.com,960-170-9217,2022-04-18,,1,2022-04-18 04:48:53,2024-04-27 16:31:34
2846,CUS0002634,Benjamin,Lam,M,1982-02-27,Malaysian,benjamin.lam@gmail.com,022-380-4534,2022-05-12,,1,2022-05-12 21:52:12,2022-05-18 13:52:00
2847,CUS0002635,Jessica,Sandoval,F,1972-05-09,British,jessica.sandoval@gmail.com,320-959-2848,2022-08-07,,1,2022-08-07 05:28:57,2025-10-09 19:46:12
2848,CUS0002636,Rachel,Ward,F,1984-07-25,Thai,rachel.ward@gmail.com,727-299-3357,2023-04-18,,1,2023-04-18 09:16:08,2024-02-13 13:32:58
2849,CUS0002637,Alexis,Graves,F,1967-10-01,Thai,alexis.graves@yahoo.com,093-986-6398,2022-01-20,,1,2022-01-20 19:59:02,2022-01-20 19:59:02
2850,CUS0002638,Janet,Ferguson,F,1968-07-16,British,janet.ferguson@outlook.com,273-983-5652,2022-11-28,,1,2022-11-28 22:10:47,2022-11-28 22:10:47
2851,CUS0002639,Larry,Tran,M,1988-01-09,Indonesian,larry.tran@hotmail.com,676-227-3533,2023-03-22,,1,2023-03-22 06:51:56,2023-03-22 06:51:56
2852,CUS0002640,Steven,Crosby,M,1993-04-28,Australian,steven.crosby@outlook.com,201-663-3401,2021-12-15,,1,2021-12-15 18:55:01,2026-02-28 12:27:05
2853,CUS0002641,Brandon,Ross,M,1963-10-03,Japanese,brandon.ross@yahoo.com,452-636-2886,2021-10-14,,1,2021-10-14 06:35:53,2022-08-15 17:08:26
2854,CUS0002642,Jacob,Johnson,M,1969-03-06,Japanese,jacob.johnson@outlook.com,455-143-4421,2021-07-25,,1,2021-07-25 01:48:03,2021-07-25 01:48:03
2855,CUS0002643,John,Baker,M,1989-08-03,Malaysian,john.baker@hotmail.com,449-574-2188,2022-12-05,,1,2022-12-05 17:02:22,2022-12-05 17:02:22
2856,CUS0002644,Catherine,Garrett,F,1970-10-31,British,catherine.garrett@hotmail.com,638-151-2911,2023-05-02,2023-12-24,0,2023-05-02 16:11:00,2023-12-24 04:54:02
2857,CUS0002644,Catherine,Garrett,F,1970-10-31,British,catherine59@yahoo.com,792-464-2998,2023-12-25,,1,2023-12-25 18:38:01,2023-12-25 18:38:01
2858,CUS0002645,William,Thompson,M,1980-05-28,Singaporean,william.thompson@yahoo.com,353-998-7591,2022-03-01,,1,2022-03-01 21:19:43,2022-04-22 04:45:41
2859,CUS0002646,Antonio,Stewart,M,1958-07-07,Singaporean,antonio.stewart@hotmail.com,451-834-7923,2021-07-02,,1,2021-07-02 21:53:02,2023-01-24 23:58:42
2860,CUS0002647,Robert,Grant,M,1968-02-06,Japanese,robert.grant@gmail.com,531-081-2464,2023-04-28,,1,2023-04-28 17:34:28,2025-11-11 01:22:16
2861,CUS0002648,Karen,Bowman,F,2006-08-08,Malaysian,karen.bowman@yahoo.com,624-301-4606,2022-04-17,,1,2022-04-17 20:33:59,2025-11-21 10:48:47
2862,CUS0002649,Leslie,Wilson,F,1952-03-15,Malaysian,leslie.wilson@gmail.com,696-374-9121,2022-07-03,,1,2022-07-03 23:19:06,2022-07-03 23:19:06
2863,CUS0002650,Linda,Graves,F,1952-11-30,Japanese,linda.graves@gmail.com,650-614-7159,2021-06-01,,1,2021-06-01 13:12:58,2024-10-09 10:58:13
2864,CUS0002651,Stephanie,Flores,F,1959-11-05,British,stephanie.flores@yahoo.com,316-004-0272,2022-08-02,2024-05-02,0,2022-08-02 08:16:00,2024-05-02 15:23:51
2865,CUS0002651,Stephanie,Flores,F,1959-11-05,British,stephanie61@hotmail.com,832-120-8614,2024-05-03,,1,2024-05-03 22:43:43,2026-05-16 09:20:17
2866,CUS0002652,Paul,Williamson,M,1970-07-02,Malaysian,paul.williamson@outlook.com,250-796-6997,2022-06-22,2023-03-23,0,2022-06-22 20:45:10,2023-03-23 10:04:03
2867,CUS0002652,Paul,Williamson,M,1970-07-02,Malaysian,paul90@hotmail.com,141-442-4607,2023-03-24,,1,2023-03-24 19:27:02,2025-12-25 10:10:35
2868,CUS0002653,Courtney,Freeman,F,1967-03-10,Indonesian,courtney.freeman@yahoo.com,861-595-2859,2022-11-27,,1,2022-11-27 16:41:10,2023-04-12 22:16:25
2869,CUS0002654,Joyce,Morris,F,1982-06-03,Indonesian,joyce.morris@hotmail.com,637-982-9305,2022-01-25,,1,2022-01-25 12:53:49,2023-07-17 06:51:30
2870,CUS0002655,Kenneth,Keller,M,1991-04-15,Australian,kenneth.keller@yahoo.com,836-760-7410,2022-03-08,,1,2022-03-08 18:28:31,2022-03-08 18:28:31
2871,CUS0002656,Daniel,Nelson,M,1996-03-04,Thai,daniel.nelson@outlook.com,815-043-9035,2023-02-12,,1,2023-02-12 10:41:48,2023-02-12 10:41:48
2872,CUS0002657,Natalie,Baxter,F,1986-07-08,British,natalie.baxter@gmail.com,586-966-0963,2022-02-27,,1,2022-02-27 20:14:46,2024-10-04 19:52:24
2873,CUS0002658,John,Stark,M,1951-07-25,Australian,john.stark@yahoo.com,751-210-1842,2022-03-24,,1,2022-03-24 22:24:36,2022-03-24 22:24:36
2874,CUS0002659,Matthew,James,M,2007-06-17,Indonesian,matthew.james@hotmail.com,418-024-5940,2022-06-19,,1,2022-06-19 10:23:32,2023-10-19 13:27:02
2875,CUS0002660,Lisa,Young,F,1977-12-24,Malaysian,lisa.young@hotmail.com,535-243-7795,2021-06-24,,1,2021-06-24 16:53:15,2023-05-31 18:19:01
2876,CUS0002661,Miranda,Butler,F,1996-10-18,Singaporean,miranda.butler@yahoo.com,557-374-8525,2021-07-24,,1,2021-07-24 21:22:03,2021-07-24 21:22:03
2877,CUS0002662,Carolyn,Rivera,F,2006-01-18,Japanese,carolyn.rivera@outlook.com,846-790-1752,2023-03-18,,1,2023-03-18 02:26:39,2024-02-26 18:56:40
2878,CUS0002663,Leah,Walters,F,1962-04-27,Indonesian,leah.walters@yahoo.com,949-652-3967,2021-12-09,,1,2021-12-09 18:39:58,2021-12-09 18:39:58
2879,CUS0002664,Shane,Clements,M,1988-10-05,Singaporean,shane.clements@hotmail.com,902-038-5407,2021-05-26,,1,2021-05-26 17:22:23,2022-09-22 14:27:33
2880,CUS0002665,Deborah,Davis,F,1989-03-19,Australian,deborah.davis@outlook.com,124-269-5753,2023-03-07,,1,2023-03-07 14:02:11,2026-03-05 05:32:22
2881,CUS0002666,Glen,Mann,M,1964-02-16,Malaysian,glen.mann@hotmail.com,976-352-9461,2022-01-23,,1,2022-01-23 01:41:35,2024-12-09 15:56:03
2882,CUS0002667,Jeffrey,Jackson,M,1968-11-06,Malaysian,jeffrey.jackson@gmail.com,085-206-3346,2021-07-24,2022-07-04,0,2021-07-24 16:58:53,2022-07-04 21:03:16
2883,CUS0002667,Jeffrey,Jackson,M,1968-11-06,Malaysian,jeffrey85@yahoo.com,873-728-2659,2022-07-05,,1,2022-07-05 17:02:29,2025-04-06 07:58:58
2884,CUS0002668,Steven,Lopez,M,1965-04-09,Australian,steven.lopez@outlook.com,804-191-7160,2021-12-02,,1,2021-12-02 23:58:58,2022-11-18 19:30:49
2885,CUS0002669,Nancy,Byrd,F,1954-07-25,Emirati,nancy.byrd@hotmail.com,854-418-4366,2021-07-07,,1,2021-07-07 22:13:51,2026-02-23 04:14:50
2886,CUS0002670,Michael,Mccoy,M,1963-12-16,Australian,michael.mccoy@gmail.com,137-880-2109,2021-11-28,,1,2021-11-28 09:53:58,2021-11-28 09:53:58
2887,CUS0002671,Karla,Bray,F,1978-07-09,British,karla.bray@gmail.com,777-736-5764,2022-02-27,,1,2022-02-27 08:22:15,2024-09-04 14:16:32
2888,CUS0002672,Gary,Blackwell,M,1964-07-22,Emirati,gary.blackwell@hotmail.com,481-954-3511,2023-04-26,,1,2023-04-26 17:29:33,2023-12-25 12:17:56
2889,CUS0002673,Janet,Harris,F,1971-11-05,Emirati,janet.harris@gmail.com,533-089-2333,2022-10-15,,1,2022-10-15 05:02:57,2024-02-10 13:33:59
2890,CUS0002674,Holly,Mcgee,F,1955-02-25,Malaysian,holly.mcgee@gmail.com,485-507-0264,2021-06-08,,1,2021-06-08 12:15:29,2021-06-08 12:15:29
2891,CUS0002675,Charles,Flynn,M,1951-05-15,Singaporean,charles.flynn@yahoo.com,674-151-4487,2022-04-30,,1,2022-04-30 21:26:17,2024-03-01 12:10:55
2892,CUS0002676,Timothy,Conway,M,1978-12-26,Singaporean,timothy.conway@hotmail.com,483-427-9730,2021-10-08,,1,2021-10-08 19:58:01,2021-11-07 00:09:03
2893,CUS0002677,Amy,Knight,F,2006-07-18,Emirati,amy.knight@gmail.com,725-202-3589,2021-11-02,,1,2021-11-02 00:06:18,2022-09-05 11:35:27
2894,CUS0002678,Randy,Martin,M,1987-07-27,Malaysian,randy.martin@gmail.com,284-889-1994,2023-03-01,,1,2023-03-01 08:31:58,2023-03-01 08:31:58
2895,CUS0002679,Heather,Miller,F,1996-08-02,Emirati,heather.miller@gmail.com,599-194-5644,2022-04-26,,1,2022-04-26 02:36:35,2026-02-20 04:53:51
2896,CUS0002680,Erica,Allen,F,1990-02-25,Australian,erica.allen@hotmail.com,004-152-4286,2022-06-14,,1,2022-06-14 15:16:09,2025-07-07 00:15:11
2897,CUS0002681,Gary,Snyder,M,1951-01-14,Malaysian,gary.snyder@yahoo.com,189-779-5014,2022-03-13,,1,2022-03-13 06:38:08,2022-03-13 06:38:08
2898,CUS0002682,Teresa,Goodman,F,1992-04-28,Indonesian,teresa.goodman@yahoo.com,367-250-2800,2023-02-04,,1,2023-02-04 16:15:52,2024-07-01 20:05:48
2899,CUS0002683,Mary,Murray,F,1998-10-16,Malaysian,mary.murray@outlook.com,073-460-3161,2021-11-14,,1,2021-11-14 10:18:51,2025-12-29 15:18:04
2900,CUS0002684,Adam,Freeman,M,1992-06-17,Singaporean,adam.freeman@outlook.com,216-457-5275,2022-01-05,,1,2022-01-05 02:40:27,2024-11-09 14:21:27
2901,CUS0002685,Michelle,Dawson,F,1995-10-07,Indonesian,michelle.dawson@hotmail.com,328-678-5150,2022-04-19,,1,2022-04-19 20:35:17,2023-08-13 05:33:13
2902,CUS0002686,Taylor,Jones,F,1974-10-20,Emirati,taylor.jones@hotmail.com,715-566-1668,2022-08-21,,1,2022-08-21 05:22:51,2026-04-26 11:15:56
2903,CUS0002687,Keith,Fisher,M,2001-03-08,Indonesian,keith.fisher@hotmail.com,364-605-9551,2022-11-17,,1,2022-11-17 03:22:40,2026-04-27 06:58:56
2904,CUS0002688,Scott,Jones,M,1964-06-28,Emirati,scott.jones@hotmail.com,956-322-4518,2021-09-18,,1,2021-09-18 18:10:04,2024-10-01 22:50:32
2905,CUS0002689,Lawrence,Jones,M,1959-02-26,British,lawrence.jones@hotmail.com,126-974-8697,2022-07-29,,1,2022-07-29 05:58:58,2022-07-29 05:58:58
2906,CUS0002690,Joseph,Duncan,M,2006-09-12,Thai,joseph.duncan@yahoo.com,896-319-6305,2021-09-28,,1,2021-09-28 20:33:12,2026-03-05 12:50:30
2907,CUS0002691,Amber,Erickson,F,1976-11-06,Indonesian,amber.erickson@hotmail.com,922-591-6423,2021-05-29,,1,2021-05-29 01:52:37,2025-11-06 03:28:12
2908,CUS0002692,John,Sullivan,M,1999-04-18,Thai,john.sullivan@gmail.com,017-631-9198,2023-03-26,,1,2023-03-26 13:53:35,2025-04-02 14:51:20
2909,CUS0002693,Julie,Fleming,F,1951-07-23,British,julie.fleming@outlook.com,855-360-6223,2021-06-04,,1,2021-06-04 20:06:56,2021-08-05 18:17:06
2910,CUS0002694,Gregory,Ruiz,M,1994-01-12,Malaysian,gregory.ruiz@outlook.com,577-569-4298,2022-01-21,,1,2022-01-21 17:50:43,2022-01-21 17:50:43
2911,CUS0002695,Amy,Lloyd,F,1950-12-21,Thai,amy.lloyd@outlook.com,032-730-3248,2021-10-08,,1,2021-10-08 10:24:38,2023-12-22 20:09:24
2912,CUS0002696,Elizabeth,Neal,F,1976-04-28,British,elizabeth.neal@yahoo.com,352-356-1188,2022-11-13,,1,2022-11-13 20:11:37,2026-04-18 06:17:00
2913,CUS0002697,Alexandria,Sanchez,F,1987-02-24,Malaysian,alexandria.sanchez@yahoo.com,069-586-2185,2021-10-28,,1,2021-10-28 20:46:52,2021-10-28 20:46:52
2914,CUS0002698,Tracy,Baxter,F,1998-09-23,British,tracy.baxter@yahoo.com,112-817-7903,2022-10-03,,1,2022-10-03 23:41:54,2022-10-03 23:41:54
2915,CUS0002699,Jeff,Long,M,1977-02-04,Thai,jeff.long@hotmail.com,947-281-3265,2022-08-20,,1,2022-08-20 20:57:03,2022-08-20 20:57:03
2916,CUS0002700,Diana,Smith,F,1964-01-31,Malaysian,diana.smith@outlook.com,790-294-0375,2021-11-11,,1,2021-11-11 22:04:59,2022-11-10 20:30:21
2917,CUS0002701,Melissa,Wade,F,1957-09-22,British,melissa.wade@yahoo.com,324-527-5671,2022-08-21,,1,2022-08-21 12:34:55,2022-08-21 12:34:55
2918,CUS0002702,Gordon,Li,M,2006-10-08,Australian,gordon.li@outlook.com,305-687-8071,2021-08-31,,1,2021-08-31 16:03:41,2023-09-27 18:02:33
2919,CUS0002703,James,Hernandez,M,2008-03-10,Australian,james.hernandez@gmail.com,948-918-5298,2021-11-26,,1,2021-11-26 09:59:40,2023-12-15 18:53:54
2920,CUS0002704,Steven,Blankenship,M,1998-12-03,Emirati,steven.blankenship@outlook.com,151-497-7764,2022-08-15,,1,2022-08-15 09:52:14,2025-10-02 15:31:59
2921,CUS0002705,Jennifer,Miller,F,1974-05-11,Indonesian,jennifer.miller@outlook.com,765-282-2619,2022-10-17,,1,2022-10-17 06:03:47,2024-05-27 14:40:12
2922,CUS0002706,Debra,Hickman,F,1995-10-01,Australian,debra.hickman@gmail.com,029-484-9434,2022-12-22,,1,2022-12-22 15:54:10,2023-08-24 02:36:17
2923,CUS0002707,John,Lamb,M,1978-04-02,Singaporean,john.lamb@hotmail.com,613-886-5500,2022-11-26,,1,2022-11-26 02:41:42,2022-11-26 02:41:42
2924,CUS0002708,Samuel,Terry,M,1990-11-05,Thai,samuel.terry@yahoo.com,567-832-3959,2023-01-03,,1,2023-01-03 11:03:46,2023-01-03 11:03:46
2925,CUS0002709,Janet,Smith,F,1958-05-13,Australian,janet.smith@hotmail.com,941-270-6618,2023-01-17,,1,2023-01-17 02:02:49,2025-08-03 14:42:22
2926,CUS0002710,David,Johnson,M,1986-07-16,Thai,david.johnson@outlook.com,780-720-2033,2022-07-27,,1,2022-07-27 18:20:43,2022-07-27 18:20:43
2927,CUS0002711,Brett,Jones,M,1951-03-06,Thai,brett.jones@yahoo.com,996-676-3720,2021-10-27,,1,2021-10-27 23:49:42,2024-10-05 15:58:50
2928,CUS0002712,Danny,Schroeder,M,1984-08-25,Australian,danny.schroeder@hotmail.com,365-670-7190,2022-02-19,,1,2022-02-19 00:50:05,2022-03-23 07:08:17
2929,CUS0002713,Shannon,Henry,F,1969-12-06,Malaysian,shannon.henry@gmail.com,396-770-5467,2021-10-29,,1,2021-10-29 20:19:36,2022-04-25 08:56:57
2930,CUS0002714,Bill,King,M,1991-01-10,Thai,bill.king@yahoo.com,095-468-8730,2023-01-02,,1,2023-01-02 10:03:53,2023-09-08 03:19:29
2931,CUS0002715,Tracy,Patterson,F,1958-11-15,Indonesian,tracy.patterson@yahoo.com,025-312-9266,2021-09-02,,1,2021-09-02 02:28:21,2021-09-02 02:28:21
2932,CUS0002716,Denise,Simpson,F,1984-12-30,Malaysian,denise.simpson@yahoo.com,009-580-4014,2022-03-21,,1,2022-03-21 01:25:35,2024-03-03 09:23:53
2933,CUS0002717,Lisa,Owens,F,2000-04-20,Malaysian,lisa.owens@yahoo.com,000-190-0738,2022-06-23,,1,2022-06-23 06:15:19,2024-11-15 12:10:02
2934,CUS0002718,Jenna,Hardin,F,1998-08-27,Indonesian,jenna.hardin@outlook.com,347-436-9390,2022-07-30,,1,2022-07-30 00:13:28,2024-11-26 08:02:03
2935,CUS0002719,Ashley,Rodriguez,F,1986-07-18,Emirati,ashley.rodriguez@outlook.com,596-718-3213,2021-06-05,,1,2021-06-05 02:16:55,2021-06-05 02:16:55
2936,CUS0002720,Elizabeth,Randolph,F,1987-04-03,Thai,elizabeth.randolph@outlook.com,425-111-9035,2022-09-04,,1,2022-09-04 07:07:52,2024-03-29 08:52:54
2937,CUS0002721,Alexis,Carter,F,1995-06-09,British,alexis.carter@outlook.com,941-259-7999,2021-06-23,,1,2021-06-23 21:14:30,2025-06-21 01:22:25
2938,CUS0002722,Crystal,Ingram,F,1967-03-15,Malaysian,crystal.ingram@yahoo.com,887-676-6062,2023-03-10,,1,2023-03-10 08:55:36,2023-11-08 20:32:46
2939,CUS0002723,Kenneth,Flores,M,2007-05-24,British,kenneth.flores@outlook.com,134-039-9783,2022-07-14,2023-01-16,0,2022-07-14 14:02:26,2023-01-16 17:02:08
2940,CUS0002723,Kenneth,Flores,M,2007-05-24,British,kenneth29@outlook.com,308-183-6329,2023-01-17,,1,2023-01-17 21:00:16,2023-04-14 02:18:18
2941,CUS0002724,Mary,Schultz,F,1996-12-13,Australian,mary.schultz@yahoo.com,702-663-8207,2021-08-29,2022-10-25,0,2021-08-29 19:46:21,2022-10-25 04:20:42
2942,CUS0002724,Mary,Schultz,F,1996-12-13,Australian,mary24@outlook.com,185-133-1178,2022-10-26,,1,2022-10-26 23:55:12,2022-10-26 23:55:12
2943,CUS0002725,Jennifer,Peterson,F,2006-10-30,Singaporean,jennifer.peterson@yahoo.com,767-719-2889,2021-09-07,2023-02-17,0,2021-09-07 09:59:38,2023-02-17 09:38:52
2944,CUS0002725,Jennifer,Peterson,F,2006-10-30,Singaporean,jennifer36@hotmail.com,287-574-0589,2023-02-18,,1,2023-02-18 17:45:17,2026-01-21 07:54:47
